model_version,n,mean_actual_pmpm,mean_pred_pmpm,mae_pmpm,rmse_pmpm,pct_any_use,pct_zero_cost
v2_age*sex,1239,134.3348130212537,134.21257520743518,172.24614183634287,545.1839789612987,0.8030669895076675,0.19693301049233253
v3_nsAge(df=4)+sex,1239,134.3348130212537,134.461342368078,173.30283283622788,545.3545394349856,0.8030669895076675,0.19693301049233253
v1_age+sex,1239,134.3348130212537,134.09037485289434,172.11681221119926,546.2518382402877,0.8030669895076675,0.19693301049233253
